customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points,sales,month
5728,SuperSave Central,2024-07-13,Bakery,Bananas,5.0,15.62,78.1,0.0,78.1,63,78.1,2024-07
3037,FreshMart Downtown,2024-08-05,Snacks & Candy,Pasta,5.0,19.06,95.3,0.0,95.3,304,95.3,2024-08
5982,GreenGrocer Plaza,2025-01-31,Health & Wellness,Bananas,1.0,20.99,20.99,2.1,18.89,213,18.89,2025-01
7594,GreenGrocer Plaza,2024-03-05,Personal Care,Pasta,4.0,21.34,85.36,12.8,72.56,105,72.56,2024-03
9199,Corner Grocery,2024-09-29,Health & Wellness,Chicken Breast,5.0,8.82,44.1,4.41,39.69,310,39.69,2024-09
9090,GreenGrocer Plaza,2024-07-12,Personal Care,Chicken Breast,3.0,4.3,12.9,2.58,10.32,54,10.32,2024-07
2317,FamilyFood Express,2024-11-13,Frozen Foods,Carrots,2.0,11.37,22.74,4.55,18.19,209,18.19,2024-11
1653,FreshMart Downtown,2025-06-27,Personal Care,Potatoes,2.0,20.95,41.9,8.38,33.52,246,33.52,2025-06
8078,FreshMart Downtown,2025-02-27,Produce,Bread,1.0,25.21,25.21,5.04,20.17,342,20.17,2025-02
6280,GreenGrocer Plaza,2024-11-17,Personal Care,Bread,1.0,27.23,27.23,2.72,24.51,329,24.51,2024-11
5102,QuickStop Market,2023-08-27,Frozen Foods,Salmon,1.0,3.88,3.88,0.58,3.3,89,3.3,2023-08
2496,MegaMart Westside,2024-01-31,Health & Wellness,Cereal,4.0,22.41,89.64,4.41,85.23,48,85.23,2024-01
1339,SuperSave Central,2025-03-23,Canned Goods,Orange Juice,4.0,28.69,114.76,17.21,97.55,137,97.55,2025-03
5415,MegaMart Westside,2024-10-27,Meat & Seafood,Chicken Breast,4.0,12.6,50.4,5.04,45.36,233,45.36,2024-10
1659,City Fresh Store,2025-03-21,Snacks & Candy,Apples,1.0,4.83,4.83,0.97,3.86,371,3.86,2025-03
3870,GreenGrocer Plaza,2024-08-06,Snacks & Candy,Potatoes,5.0,20.66,103.3,15.49,87.81,92,87.81,2024-08
9502,FreshMart Downtown,2024-12-25,Health & Wellness,Eggs,4.0,27.68,110.72,11.07,99.65,57,99.65,2024-12
8245,FreshMart Downtown,2025-07-18,Dairy,Pasta,3.0,1.35,4.05,0.0,4.05,444,4.05,2025-07
5557,MegaMart Westside,2023-12-25,Personal Care,Carrots,5.0,3.75,18.75,1.88,16.87,338,16.87,2023-12
8141,MegaMart Westside,2024-12-12,Health & Wellness,Tomatoes,2.0,25.32,50.64,3.57,47.07,285,47.07,2024-12
9056,SuperSave Central,2023-10-16,Personal Care,Potatoes,4.0,26.2,104.8,15.72,89.08,38,89.08,2023-10
8700,FamilyFood Express,2024-05-03,Canned Goods,Pasta,1.0,15.69,15.69,1.57,14.12,281,14.12,2024-05
7690,FamilyFood Express,2024-04-21,Dairy,Salmon,4.0,24.23,96.92,9.69,87.23,229,87.23,2024-04
6260,City Fresh Store,2025-01-08,Canned Goods,Chicken Breast,4.0,22.6,90.4,9.04,81.36,9,81.36,2025-01
2713,Corner Grocery,2025-06-03,Produce,Onions,5.0,0.99,4.95,3.25,1.7,46,1.7,2025-06
3634,City Fresh Store,2024-04-19,Canned Goods,Orange Juice,1.0,24.67,24.67,3.7,20.97,432,20.97,2024-04
7744,ValuePlus Market,2025-01-26,Household Items,Potatoes,3.0,21.75,65.25,0.0,65.25,58,65.25,2025-01
9117,FamilyFood Express,2024-03-17,Produce,Cereal,3.0,25.06,75.18,3.09,72.09,493,72.09,2024-03
7561,GreenGrocer Plaza,2025-04-29,Produce,Apples,4.0,5.06,20.24,2.02,18.22,367,18.22,2025-04
1601,FamilyFood Express,2024-07-25,Bakery,Chicken Breast,4.0,7.24,28.96,0.0,28.96,422,28.96,2024-07
2442,MegaMart Westside,2024-04-07,Dairy,Cheese,1.0,27.86,27.86,2.79,25.07,428,25.07,2024-04
5135,City Fresh Store,2024-04-14,Health & Wellness,Carrots,2.0,28.94,57.88,4.74,53.14,2,53.14,2024-04
2899,City Fresh Store,2025-03-29,Personal Care,Apples,5.0,6.03,30.15,2.55,27.6,417,27.6,2025-03
7622,MegaMart Westside,2025-06-08,Personal Care,Tomatoes,4.0,29.4,117.6,17.64,99.96,468,99.96,2025-06
9431,Corner Grocery,2025-05-08,Canned Goods,Rice,4.0,24.33,97.32,3.8,93.52,70,93.52,2025-05
1018,ValuePlus Market,2024-12-29,Frozen Foods,Onions,3.0,21.63,64.89,12.98,51.91,478,51.91,2024-12
9889,FamilyFood Express,2024-07-30,Household Items,Rice,3.0,27.7,83.1,3.17,79.93,67,79.93,2024-07
7770,MegaMart Westside,2023-09-18,Dairy,Orange Juice,5.0,14.92,74.6,0.0,74.6,292,74.6,2023-09
4073,ValuePlus Market,2024-09-12,Frozen Foods,Cheese,1.0,16.15,16.15,3.23,12.92,12,12.92,2024-09
6927,FreshMart Downtown,2024-12-02,Health & Wellness,Milk,2.0,8.73,17.46,2.62,14.84,402,14.84,2024-12
9167,QuickStop Market,2024-12-04,Meat & Seafood,Milk,3.0,6.91,20.73,3.11,17.62,277,17.62,2024-12
8242,City Fresh Store,2025-03-19,Dairy,Onions,2.0,22.52,45.04,9.01,36.03,287,36.03,2025-03
1845,ValuePlus Market,2024-01-12,Frozen Foods,Milk,4.0,12.23,48.92,1.22,47.7,489,47.7,2024-01
5375,QuickStop Market,2024-10-06,Bakery,Salmon,2.0,27.42,54.84,3.19,51.65,360,51.65,2024-10
3146,FamilyFood Express,2025-07-27,Bakery,Rice,4.0,6.14,24.56,4.91,19.65,349,19.65,2025-07
5719,SuperSave Central,2024-07-12,Personal Care,Chicken Breast,4.0,2.17,8.68,1.74,6.94,142,6.94,2024-07
8941,SuperSave Central,2023-11-09,Household Items,Pasta,1.0,10.58,10.58,1.61,8.97,363,8.97,2023-11
1472,Unknown,2024-12-08,Household Items,Milk,5.0,25.44,127.2,3.2,124.0,154,124.0,2024-12
4920,GreenGrocer Plaza,2025-02-08,Canned Goods,Carrots,2.0,28.74,57.48,1.64,55.84,266,55.84,2025-02
3594,ValuePlus Market,2024-04-04,Personal Care,Tomatoes,1.0,11.12,11.12,0.0,11.12,452,11.12,2024-04
1224,MegaMart Westside,2024-10-08,Canned Goods,Orange Juice,3.0,7.32,21.96,4.29,17.67,385,17.67,2024-10
7684,FreshMart Downtown,2023-10-18,Dairy,Orange Juice,4.0,7.96,31.84,3.73,28.11,328,28.11,2023-10
4681,MegaMart Westside,2025-05-21,Snacks & Candy,Chicken Breast,4.0,8.43,33.72,4.65,29.07,370,29.07,2025-05
2858,MegaMart Westside,2024-07-30,Personal Care,Carrots,4.0,15.11,60.44,9.07,51.37,151,51.37,2024-07
2924,ValuePlus Market,2024-12-22,Dairy,Chicken Breast,2.0,29.17,58.34,0.0,58.34,395,58.34,2024-12
3522,GreenGrocer Plaza,2024-08-28,Bakery,Yogurt,4.0,25.22,100.88,0.0,100.88,105,100.88,2024-08
5781,GreenGrocer Plaza,2024-09-05,Health & Wellness,Eggs,1.0,14.31,14.31,1.29,13.02,169,13.02,2024-09
5479,SuperSave Central,2024-06-24,Frozen Foods,Onions,1.0,17.66,17.66,1.77,15.89,116,15.89,2024-06
8905,Corner Grocery,2024-08-07,Beverages,Tomatoes,4.0,10.17,40.68,1.02,39.66,199,39.66,2024-08
4993,GreenGrocer Plaza,2024-07-26,Household Items,Milk,1.0,11.36,11.36,1.7,9.66,257,9.66,2024-07
3369,QuickStop Market,2024-05-30,Household Items,Bread,3.0,23.18,69.54,6.95,62.59,224,62.59,2024-05
4122,FreshMart Downtown,2025-07-23,Beverages,Apples,5.0,7.37,36.85,2.18,34.67,382,34.67,2025-07
9327,SuperSave Central,2025-03-08,Frozen Foods,Orange Juice,1.0,17.04,17.04,1.17,15.87,284,15.87,2025-03
3236,Corner Grocery,2025-06-08,Personal Care,Onions,1.0,9.83,9.83,1.97,7.86,383,7.86,2025-06
2143,Corner Grocery,2024-03-08,Health & Wellness,Carrots,2.0,5.66,11.32,2.26,9.06,113,9.06,2024-03
7798,GreenGrocer Plaza,2024-04-26,Meat & Seafood,Milk,5.0,14.37,71.85,10.78,61.07,281,61.07,2024-04
9318,GreenGrocer Plaza,2024-03-01,Frozen Foods,Chicken Breast,2.0,22.03,44.06,6.61,37.45,249,37.45,2024-03
1042,SuperSave Central,2024-03-13,Health & Wellness,Ground Beef,1.0,9.26,9.26,1.39,7.87,35,7.87,2024-03
5891,City Fresh Store,2025-05-18,Beverages,Cereal,5.0,20.11,100.55,3.27,97.28,355,97.28,2025-05
9022,MegaMart Westside,2025-06-09,Snacks & Candy,Apples,1.0,10.07,10.07,0.0,10.07,402,10.07,2025-06
3434,Corner Grocery,2024-07-18,Frozen Foods,Orange Juice,2.0,20.7,41.4,4.14,37.26,169,37.26,2024-07
9824,City Fresh Store,2024-08-17,Canned Goods,Rice,4.0,16.99,67.96,10.19,57.77,89,57.77,2024-08
6654,SuperSave Central,2024-04-21,Personal Care,Yogurt,3.0,22.26,66.78,0.0,66.78,320,66.78,2024-04
9903,GreenGrocer Plaza,2024-05-25,Produce,Carrots,1.0,24.56,24.56,1.85,22.71,296,22.71,2024-05
8460,FreshMart Downtown,2025-07-31,Personal Care,Pasta,5.0,26.92,134.6,0.0,134.6,276,134.6,2025-07
6272,SuperSave Central,2025-06-12,Canned Goods,Tomatoes,2.0,26.84,53.68,10.74,42.94,301,42.94,2025-06
4090,City Fresh Store,2025-01-29,Personal Care,Carrots,1.0,12.5,12.5,0.0,12.5,257,12.5,2025-01
4912,FamilyFood Express,2024-10-24,Household Items,Apples,5.0,5.06,25.3,4.79,20.51,81,20.51,2024-10
7274,SuperSave Central,2024-02-04,Beverages,Orange Juice,1.0,7.34,7.34,2.06,5.28,249,5.28,2024-02
7730,FamilyFood Express,2023-09-09,Produce,Yogurt,5.0,27.31,136.55,13.66,122.89,184,122.89,2023-09
6213,City Fresh Store,2025-03-07,Produce,Milk,3.0,3.98,11.94,0.0,11.94,495,11.94,2025-03
8749,QuickStop Market,2025-02-04,Household Items,Onions,5.0,6.03,30.15,4.52,25.63,334,25.63,2025-02
7246,GreenGrocer Plaza,2024-06-01,Personal Care,Pasta,4.0,29.2,116.8,17.52,99.28,114,99.28,2024-06
3492,MegaMart Westside,2024-08-25,Beverages,Potatoes,5.0,1.18,5.9,0.59,5.31,451,5.31,2024-08
1606,SuperSave Central,2023-11-13,Bakery,Bread,5.0,19.65,98.25,19.65,78.6,108,78.6,2023-11
9229,SuperSave Central,2024-11-07,Canned Goods,Chicken Breast,2.0,13.01,26.02,2.6,23.42,169,23.42,2024-11
6439,City Fresh Store,2025-06-12,Beverages,Yogurt,5.0,5.67,28.35,1.97,26.38,426,26.38,2025-06
2644,SuperSave Central,2025-06-16,Household Items,Apples,2.0,19.25,38.5,1.67,36.83,20,36.83,2025-06
8213,SuperSave Central,2023-10-23,Personal Care,Tomatoes,5.0,29.1,145.5,0.0,145.5,326,145.5,2023-10
9617,QuickStop Market,2025-07-14,Dairy,Yogurt,4.0,18.58,74.32,14.86,59.46,241,59.46,2025-07
8486,FamilyFood Express,2023-08-18,Snacks & Candy,Eggs,5.0,24.78,123.9,24.78,99.12,93,99.12,2023-08
3361,MegaMart Westside,2024-06-20,Beverages,Bread,2.0,11.96,23.92,1.81,22.11,67,22.11,2024-06
3529,ValuePlus Market,2023-10-04,Health & Wellness,Cheese,2.0,18.55,37.1,3.4,33.7,90,33.7,2023-10
8692,ValuePlus Market,2025-04-05,Personal Care,Chicken Breast,1.0,14.97,14.97,0.0,14.97,66,14.97,2025-04
5342,Corner Grocery,2024-04-25,Personal Care,Cheese,3.0,26.36,79.08,15.82,63.26,357,63.26,2024-04
7512,City Fresh Store,2024-12-23,Snacks & Candy,Orange Juice,5.0,24.32,121.6,12.16,109.44,464,109.44,2024-12
2315,SuperSave Central,2025-05-29,Frozen Foods,Potatoes,2.0,27.38,54.76,4.51,50.25,42,50.25,2025-05
6383,Corner Grocery,2025-05-30,Frozen Foods,Yogurt,1.0,21.56,21.56,3.09,18.47,404,18.47,2025-05
9742,ValuePlus Market,2024-05-28,Produce,Tomatoes,2.0,20.94,41.88,6.28,35.6,161,35.6,2024-05
6188,GreenGrocer Plaza,2024-12-05,Meat & Seafood,Cheese,5.0,8.35,41.75,2.46,39.29,437,39.29,2024-12
8994,QuickStop Market,2025-06-14,Health & Wellness,Tomatoes,2.0,12.97,25.94,5.19,20.75,401,20.75,2025-06
9864,MegaMart Westside,2023-09-03,Personal Care,Onions,4.0,8.35,33.4,0.0,33.4,157,33.4,2023-09
2121,Corner Grocery,2024-02-05,Meat & Seafood,Chicken Breast,2.0,13.94,27.88,1.86,26.02,358,26.02,2024-02
5708,Corner Grocery,2024-01-30,Canned Goods,Onions,5.0,21.2,106.0,21.2,84.8,361,84.8,2024-01
2480,Corner Grocery,2024-07-09,Health & Wellness,Bananas,1.0,24.86,24.86,1.26,23.6,241,23.6,2024-07
2612,FamilyFood Express,2025-03-19,Canned Goods,Bread,5.0,2.08,10.4,3.62,6.78,196,6.78,2025-03
2646,QuickStop Market,2024-07-16,Household Items,Milk,2.0,19.56,39.12,7.82,31.3,224,31.3,2024-07
3725,ValuePlus Market,2025-01-27,Frozen Foods,Yogurt,1.0,23.72,23.72,1.68,22.04,261,22.04,2025-01
5906,FreshMart Downtown,2025-07-08,Canned Goods,Ground Beef,1.0,29.28,29.28,2.93,26.35,44,26.35,2025-07
1474,MegaMart Westside,2023-09-11,Health & Wellness,Tomatoes,4.0,17.99,71.96,0.0,71.96,265,71.96,2023-09
6314,GreenGrocer Plaza,2025-04-16,Dairy,Onions,3.0,22.05,66.15,9.92,56.23,286,56.23,2025-04
1919,Unknown,2024-03-21,Bakery,Yogurt,4.0,27.95,111.8,16.77,95.03,294,95.03,2024-03
6873,SuperSave Central,2024-05-24,Snacks & Candy,Carrots,1.0,17.19,17.19,2.58,14.61,257,14.61,2024-05
8056,GreenGrocer Plaza,2023-11-28,Personal Care,Pasta,5.0,24.57,122.85,0.0,122.85,294,122.85,2023-11
5000,City Fresh Store,2024-09-22,Snacks & Candy,Potatoes,2.0,22.96,45.92,0.0,45.92,492,45.92,2024-09
7751,City Fresh Store,2024-10-19,Household Items,Bananas,4.0,4.36,17.44,0.0,17.44,34,17.44,2024-10
3950,FamilyFood Express,2023-12-17,Health & Wellness,Ground Beef,3.0,12.95,38.85,0.0,38.85,180,38.85,2023-12
3868,QuickStop Market,2023-10-07,Bakery,Rice,1.0,12.56,12.56,3.22,9.34,383,9.34,2023-10
7267,SuperSave Central,2024-11-30,Beverages,Cereal,3.0,7.33,21.99,4.4,17.59,293,17.59,2024-11
4945,FamilyFood Express,2024-08-27,Beverages,Yogurt,2.0,22.32,44.64,8.93,35.71,446,35.71,2024-08
3344,FamilyFood Express,2024-02-03,Bakery,Ground Beef,5.0,11.31,56.55,4.68,51.87,398,51.87,2024-02
8555,City Fresh Store,2024-12-14,Household Items,Bananas,5.0,28.77,143.85,21.58,122.27,434,122.27,2024-12
5161,MegaMart Westside,2024-07-28,Beverages,Pasta,4.0,6.29,25.16,2.52,22.64,391,22.64,2024-07
5183,FamilyFood Express,2025-01-05,Household Items,Eggs,1.0,16.24,16.24,1.13,15.11,216,15.11,2025-01
1153,MegaMart Westside,2025-07-05,Snacks & Candy,Apples,4.0,29.31,117.24,17.59,99.65,357,99.65,2025-07
8622,FreshMart Downtown,2025-07-06,Produce,Yogurt,4.0,17.84,71.36,4.45,66.91,166,66.91,2025-07
5712,SuperSave Central,2025-01-14,Personal Care,Pasta,2.0,8.8,17.6,2.64,14.96,490,14.96,2025-01
9955,SuperSave Central,2023-12-07,Beverages,Cheese,2.0,13.14,26.28,3.94,22.34,385,22.34,2023-12
2210,Corner Grocery,2024-07-15,Frozen Foods,Salmon,2.0,17.56,35.12,3.88,31.24,294,31.24,2024-07
6661,FamilyFood Express,2024-11-05,Personal Care,Cheese,4.0,6.68,26.72,2.67,24.05,409,24.05,2024-11
5901,FreshMart Downtown,2024-12-15,Meat & Seafood,Cheese,4.0,4.89,19.56,1.96,17.6,457,17.6,2024-12
7951,QuickStop Market,2025-01-24,Frozen Foods,Onions,5.0,2.37,11.85,1.86,9.99,50,9.99,2025-01
5097,QuickStop Market,2024-07-26,Beverages,Chicken Breast,4.0,22.58,90.32,13.55,76.77,133,76.77,2024-07
5949,ValuePlus Market,2024-01-08,Personal Care,Pasta,3.0,1.57,4.71,0.0,4.71,62,4.71,2024-01
7302,FamilyFood Express,2025-05-30,Household Items,Onions,2.0,29.39,58.78,8.82,49.96,145,49.96,2025-05
8916,ValuePlus Market,2023-10-28,Beverages,Salmon,1.0,12.04,12.04,0.0,12.04,146,12.04,2023-10
4886,SuperSave Central,2024-05-29,Meat & Seafood,Cereal,4.0,19.3,77.2,1.32,75.88,292,75.88,2024-05
6881,MegaMart Westside,2024-10-26,Bakery,Cereal,3.0,19.93,59.79,3.58,56.21,363,56.21,2024-10
5847,QuickStop Market,2025-01-31,Beverages,Orange Juice,5.0,16.1,80.5,16.1,64.4,230,64.4,2025-01
5837,SuperSave Central,2023-08-24,Produce,Eggs,2.0,20.19,40.38,8.08,32.3,481,32.3,2023-08
7484,SuperSave Central,2024-03-07,Snacks & Candy,Chicken Breast,1.0,2.84,2.84,1.22,1.62,449,1.62,2024-03
1132,Corner Grocery,2024-10-19,Personal Care,Bread,1.0,8.6,8.6,0.0,8.6,79,8.6,2024-10
1803,Corner Grocery,2025-07-14,Frozen Foods,Ground Beef,2.0,22.38,44.76,8.95,35.81,226,35.81,2025-07
9138,ValuePlus Market,2025-05-14,Meat & Seafood,Bananas,1.0,20.23,20.23,2.02,18.21,440,18.21,2025-05
5689,City Fresh Store,2025-03-31,Personal Care,Pasta,5.0,13.89,69.45,3.39,66.06,496,66.06,2025-03
4770,Corner Grocery,2024-11-20,Personal Care,Onions,3.0,27.35,82.05,2.77,79.28,246,79.28,2024-11
6772,MegaMart Westside,2024-01-24,Snacks & Candy,Pasta,2.0,9.79,19.58,2.94,16.64,0,16.64,2024-01
4115,QuickStop Market,2024-12-01,Beverages,Onions,1.0,20.94,20.94,3.14,17.8,251,17.8,2024-12
5106,FreshMart Downtown,2025-01-14,Snacks & Candy,Rice,5.0,7.7,38.5,7.7,30.8,3,30.8,2025-01
3240,Corner Grocery,2024-12-06,Personal Care,Cheese,4.0,8.24,32.96,3.3,29.66,366,29.66,2024-12
2591,FamilyFood Express,2025-07-08,Frozen Foods,Bread,4.0,19.12,76.48,11.47,65.01,264,65.01,2025-07
1645,ValuePlus Market,2024-04-02,Frozen Foods,Cheese,2.0,25.74,51.48,7.72,43.76,93,43.76,2024-04
8222,GreenGrocer Plaza,2023-09-01,Health & Wellness,Salmon,5.0,14.12,70.6,14.12,56.48,358,56.48,2023-09
6977,MegaMart Westside,2025-02-25,Produce,Eggs,1.0,29.11,29.11,2.13,26.98,11,26.98,2025-02
3153,SuperSave Central,2023-10-16,Beverages,Bananas,2.0,3.61,7.22,1.44,5.78,7,5.78,2023-10
5835,MegaMart Westside,2024-04-16,Snacks & Candy,Rice,4.0,29.93,119.72,17.96,101.76,237,101.76,2024-04
7807,GreenGrocer Plaza,2023-12-21,Meat & Seafood,Milk,3.0,23.48,70.44,14.09,56.35,36,56.35,2023-12
4289,FamilyFood Express,2023-11-17,Frozen Foods,Tomatoes,1.0,4.53,4.53,0.45,4.08,393,4.08,2023-11
9837,City Fresh Store,2025-06-17,Bakery,Milk,2.0,14.35,28.7,3.66,25.04,394,25.04,2025-06
6994,FamilyFood Express,2024-09-22,Beverages,Tomatoes,3.0,28.14,84.42,0.0,84.42,81,84.42,2024-09
9221,ValuePlus Market,2025-07-16,Personal Care,Chicken Breast,3.0,14.95,44.85,6.73,38.12,152,38.12,2025-07
5465,FreshMart Downtown,2025-05-13,Health & Wellness,Yogurt,1.0,7.83,7.83,1.67,6.16,222,6.16,2025-05
3695,QuickStop Market,2024-02-22,Household Items,Chicken Breast,4.0,23.88,95.52,4.13,91.39,4,91.39,2024-02
8894,City Fresh Store,2025-04-24,Household Items,Eggs,3.0,23.34,70.02,7.0,63.02,127,63.02,2025-04
5835,Unknown,2025-03-08,Health & Wellness,Cereal,1.0,2.72,2.72,0.0,2.72,330,2.72,2025-03
6549,ValuePlus Market,2025-04-22,Dairy,Eggs,4.0,7.74,30.96,3.1,27.86,285,27.86,2025-04
2886,FamilyFood Express,2024-08-04,Produce,Tomatoes,3.0,22.0,66.0,6.6,59.4,128,59.4,2024-08
2233,City Fresh Store,2023-11-24,Personal Care,Rice,5.0,21.2,106.0,2.39,103.61,97,103.61,2023-11
4696,City Fresh Store,2025-06-05,Frozen Foods,Onions,2.0,2.99,5.98,0.9,5.08,79,5.08,2025-06
7511,QuickStop Market,2025-05-24,Personal Care,Orange Juice,4.0,1.01,4.04,0.0,4.04,326,4.04,2025-05
6992,SuperSave Central,2023-10-16,Produce,Orange Juice,5.0,7.91,39.55,0.0,39.55,369,39.55,2023-10
7464,ValuePlus Market,2023-08-17,Snacks & Candy,Yogurt,5.0,20.8,104.0,2.13,101.87,392,101.87,2023-08
5332,Corner Grocery,2024-09-26,Health & Wellness,Cereal,1.0,3.78,3.78,4.34,-0.56,337,0.0,2024-09
3024,SuperSave Central,2024-07-25,Meat & Seafood,Milk,2.0,4.09,8.18,3.28,4.9,98,4.9,2024-07
7038,Corner Grocery,2025-01-10,Health & Wellness,Potatoes,5.0,19.09,95.45,2.47,92.98,302,92.98,2025-01
5295,GreenGrocer Plaza,2024-11-03,Produce,Yogurt,4.0,27.91,111.64,11.16,100.48,426,100.48,2024-11
7242,FreshMart Downtown,2025-05-06,Canned Goods,Onions,4.0,24.83,99.32,2.06,97.26,406,97.26,2025-05
7086,FreshMart Downtown,2023-10-30,Dairy,Rice,1.0,28.38,28.38,3.9,24.48,491,24.48,2023-10
4830,ValuePlus Market,2024-08-07,Snacks & Candy,Yogurt,2.0,16.25,32.5,4.0,28.5,127,28.5,2024-08
1410,Corner Grocery,2024-11-30,Dairy,Orange Juice,4.0,21.36,85.44,17.09,68.35,218,68.35,2024-11
6374,SuperSave Central,2025-07-17,Personal Care,Tomatoes,5.0,10.78,53.9,8.08,45.82,80,45.82,2025-07
4626,MegaMart Westside,2024-12-22,Personal Care,Cereal,3.0,12.95,38.85,0.0,38.85,324,38.85,2024-12
2035,MegaMart Westside,2024-12-12,Household Items,Ground Beef,5.0,16.81,84.05,12.61,71.44,192,71.44,2024-12
8606,City Fresh Store,2025-07-13,Beverages,Tomatoes,1.0,22.05,22.05,1.54,20.51,145,20.51,2025-07
5951,QuickStop Market,2024-12-23,Produce,Rice,2.0,7.22,14.44,0.0,14.44,161,14.44,2024-12
7689,QuickStop Market,2023-11-05,Personal Care,Carrots,5.0,17.54,87.7,1.15,86.55,292,86.55,2023-11
3290,MegaMart Westside,2023-09-11,Meat & Seafood,Eggs,3.0,11.64,34.92,6.98,27.94,298,27.94,2023-09
1609,QuickStop Market,2024-03-30,Frozen Foods,Bread,5.0,12.58,62.9,0.0,62.9,469,62.9,2024-03
9071,GreenGrocer Plaza,2023-11-05,Canned Goods,Potatoes,2.0,15.15,30.3,3.57,26.73,460,26.73,2023-11
2592,FreshMart Downtown,2024-02-05,Household Items,Tomatoes,1.0,23.61,23.61,3.54,20.07,471,20.07,2024-02
9807,Corner Grocery,2023-11-20,Snacks & Candy,Chicken Breast,2.0,22.67,45.34,0.0,45.34,434,45.34,2023-11
7367,Corner Grocery,2024-07-24,Produce,Rice,5.0,2.18,10.9,1.64,9.26,276,9.26,2024-07
7078,ValuePlus Market,2025-01-08,Bakery,Eggs,1.0,20.53,20.53,3.3,17.23,201,17.23,2025-01
9850,GreenGrocer Plaza,2024-06-27,Bakery,Cheese,3.0,23.79,71.37,10.71,60.66,75,60.66,2024-06
3531,GreenGrocer Plaza,2025-06-24,Beverages,Milk,5.0,12.57,62.85,2.74,60.11,43,60.11,2025-06
7797,SuperSave Central,2024-12-27,Meat & Seafood,Potatoes,5.0,6.74,33.7,3.46,30.24,202,30.24,2024-12
2622,ValuePlus Market,2025-05-15,Bakery,Ground Beef,1.0,8.71,8.71,0.0,8.71,220,8.71,2025-05
9017,GreenGrocer Plaza,2024-11-27,Dairy,Cheese,4.0,11.58,46.32,6.95,39.37,97,39.37,2024-11
7686,FreshMart Downtown,2025-08-05,Frozen Foods,Apples,3.0,18.86,56.58,1.58,55.0,411,55.0,2025-08
5583,FreshMart Downtown,2023-09-01,Bakery,Yogurt,3.0,5.51,16.53,3.96,12.57,372,12.57,2023-09
7070,FamilyFood Express,2024-01-22,Household Items,Eggs,3.0,1.39,4.17,0.63,3.54,355,3.54,2024-01
8264,City Fresh Store,2024-07-17,Beverages,Bananas,3.0,7.05,21.15,4.23,16.92,275,16.92,2024-07
4868,ValuePlus Market,2025-06-01,Personal Care,Pasta,5.0,15.0,75.0,0.0,75.0,373,75.0,2025-06
6942,FreshMart Downtown,2023-10-23,Snacks & Candy,Carrots,1.0,8.4,8.4,1.68,6.72,30,6.72,2023-10
7018,QuickStop Market,2024-10-02,Produce,Salmon,1.0,2.92,2.92,0.0,2.92,338,2.92,2024-10
6876,MegaMart Westside,2023-09-23,Dairy,Bananas,3.0,26.14,78.42,15.68,62.74,332,62.74,2023-09
7523,Corner Grocery,2024-03-08,Personal Care,Chicken Breast,3.0,15.05,45.15,9.03,36.12,305,36.12,2024-03
4109,FamilyFood Express,2023-11-09,Personal Care,Salmon,5.0,27.85,139.25,27.85,111.4,11,111.4,2023-11
8450,ValuePlus Market,2023-10-17,Frozen Foods,Cereal,4.0,12.4,49.6,7.44,42.16,80,42.16,2023-10
4475,MegaMart Westside,2024-12-17,Canned Goods,Rice,2.0,29.87,59.74,3.5,56.24,256,56.24,2024-12
1349,Corner Grocery,2023-09-15,Produce,Onions,3.0,7.53,22.59,0.0,22.59,174,22.59,2023-09
6464,SuperSave Central,2024-02-12,Dairy,Tomatoes,5.0,28.85,144.25,14.43,129.82,313,129.82,2024-02
3063,FamilyFood Express,2025-04-09,Household Items,Eggs,4.0,29.14,116.56,11.66,104.9,465,104.9,2025-04
4362,ValuePlus Market,2023-09-29,Meat & Seafood,Yogurt,2.0,17.84,35.68,7.14,28.54,350,28.54,2023-09
4394,QuickStop Market,2024-11-04,Personal Care,Eggs,4.0,29.86,119.44,0.0,119.44,499,119.44,2024-11
4538,SuperSave Central,2025-04-29,Canned Goods,Bread,5.0,16.45,82.25,16.45,65.8,368,65.8,2025-04
4817,MegaMart Westside,2024-04-18,Meat & Seafood,Bananas,3.0,26.51,79.53,11.93,67.6,211,67.6,2024-04
3417,City Fresh Store,2025-04-10,Health & Wellness,Pasta,2.0,23.58,47.16,9.43,37.73,54,37.73,2025-04
1046,FreshMart Downtown,2024-03-09,Household Items,Pasta,5.0,17.43,87.15,17.43,69.72,118,69.72,2024-03
3370,FreshMart Downtown,2023-11-15,Canned Goods,Bread,4.0,4.88,19.52,0.0,19.52,433,19.52,2023-11
9850,MegaMart Westside,2024-02-17,Meat & Seafood,Tomatoes,4.0,14.73,58.92,11.78,47.14,83,47.14,2024-02
3858,FreshMart Downtown,2023-10-31,Snacks & Candy,Bananas,3.0,28.55,85.65,17.13,68.52,113,68.52,2023-10
1422,GreenGrocer Plaza,2023-11-17,Meat & Seafood,Salmon,5.0,15.2,76.0,15.2,60.8,166,60.8,2023-11
1243,Corner Grocery,2024-05-11,Snacks & Candy,Milk,5.0,22.31,111.55,11.16,100.39,194,100.39,2024-05
4898,ValuePlus Market,2024-11-06,Personal Care,Milk,5.0,4.16,20.8,4.16,16.64,233,16.64,2024-11
